Sector,Growth Rate,YearQuarter,Value
"Agriculture, Forestry & Fishing",LOW,2015-Q1,6496.0
"Agriculture, Forestry & Fishing",MEDIUM,2015-Q1,6496.0
"Agriculture, Forestry & Fishing",HIGH,2015-Q1,6496.0
Mining & Quarrying,LOW,2015-Q1,10913.0
Mining & Quarrying,MEDIUM,2015-Q1,10913.0
Mining & Quarrying,HIGH,2015-Q1,10913.0
Manufacturing,LOW,2015-Q1,31703.0
Manufacturing,MEDIUM,2015-Q1,31703.0
Manufacturing,HIGH,2015-Q1,31703.0
"Electricity, Gas and Water",LOW,2015-Q1,5495.0
"Electricity, Gas and Water",MEDIUM,2015-Q1,5495.0
"Electricity, Gas and Water",HIGH,2015-Q1,5495.0
Construction,LOW,2015-Q1,12864.0
Construction,MEDIUM,2015-Q1,12864.0
Construction,HIGH,2015-Q1,12864.0
"Wholesale & Retail Trade, Restaurants & hotels",LOW,2015-Q1,29205.0
"Wholesale & Retail Trade, Restaurants & hotels",MEDIUM,2015-Q1,29205.0
"Wholesale & Retail Trade, Restaurants & hotels",HIGH,2015-Q1,29205.0
"Transport, Storage & Communication",LOW,2015-Q1,16815.0
"Transport, Storage & Communication",MEDIUM,2015-Q1,16815.0
"Transport, Storage & Communication",HIGH,2015-Q1,16815.0
Real Estate,LOW,2015-Q1,22554.0
Real Estate,MEDIUM,2015-Q1,22554.0
Real Estate,HIGH,2015-Q1,22554.0
"Finance, Insurance and Business services",LOW,2015-Q1,19369.0
"Finance, Insurance and Business services",MEDIUM,2015-Q1,19369.0
"Finance, Insurance and Business services",HIGH,2015-Q1,19369.0
"Community, Social & Personal Services",LOW,2015-Q1,9566.0
"Community, Social & Personal Services",MEDIUM,2015-Q1,9566.0
"Community, Social & Personal Services",HIGH,2015-Q1,9566.0
Government Activities,LOW,2015-Q1,61106.0
Government Activities,MEDIUM,2015-Q1,61106.0
Government Activities,HIGH,2015-Q1,61106.0
Riyadh GDP,LOW,2015-Q1,228751.0
Riyadh GDP,MEDIUM,2015-Q1,228751.0
Riyadh GDP,HIGH,2015-Q1,228751.0
Saudi Arabia GDP,LOW,2015-Q1,732086.0
Saudi Arabia GDP,MEDIUM,2015-Q1,732086.0
Saudi Arabia GDP,HIGH,2015-Q1,732086.0
"Agriculture, Forestry & Fishing",LOW,2015-Q2,7443.0
"Agriculture, Forestry & Fishing",MEDIUM,2015-Q2,7443.0
"Agriculture, Forestry & Fishing",HIGH,2015-Q2,7443.0
Mining & Quarrying,LOW,2015-Q2,11485.0
Mining & Quarrying,MEDIUM,2015-Q2,11485.0
Mining & Quarrying,HIGH,2015-Q2,11485.0
Manufacturing,LOW,2015-Q2,32341.0
Manufacturing,MEDIUM,2015-Q2,32341.0
Manufacturing,HIGH,2015-Q2,32341.0
"Electricity, Gas and Water",LOW,2015-Q2,5855.0
"Electricity, Gas and Water",MEDIUM,2015-Q2,5855.0
"Electricity, Gas and Water",HIGH,2015-Q2,5855.0
Construction,LOW,2015-Q2,12943.0
Construction,MEDIUM,2015-Q2,12943.0
Construction,HIGH,2015-Q2,12943.0
"Wholesale & Retail Trade, Restaurants & hotels",LOW,2015-Q2,29270.0
"Wholesale & Retail Trade, Restaurants & hotels",MEDIUM,2015-Q2,29270.0
"Wholesale & Retail Trade, Restaurants & hotels",HIGH,2015-Q2,29270.0
"Transport, Storage & Communication",LOW,2015-Q2,16961.0
"Transport, Storage & Communication",MEDIUM,2015-Q2,16961.0
"Transport, Storage & Communication",HIGH,2015-Q2,16961.0
Real Estate,LOW,2015-Q2,22698.0
Real Estate,MEDIUM,2015-Q2,22698.0
Real Estate,HIGH,2015-Q2,22698.0
"Finance, Insurance and Business services",LOW,2015-Q2,20291.0
"Finance, Insurance and Business services",MEDIUM,2015-Q2,20291.0
"Finance, Insurance and Business services",HIGH,2015-Q2,20291.0
"Community, Social & Personal Services",LOW,2015-Q2,10122.0
"Community, Social & Personal Services",MEDIUM,2015-Q2,10122.0
"Community, Social & Personal Services",HIGH,2015-Q2,10122.0
Government Activities,LOW,2015-Q2,61338.0
Government Activities,MEDIUM,2015-Q2,61338.0
Government Activities,HIGH,2015-Q2,61338.0
Riyadh GDP,LOW,2015-Q2,233379.0
Riyadh GDP,MEDIUM,2015-Q2,233379.0
Riyadh GDP,HIGH,2015-Q2,233379.0
Saudi Arabia GDP,LOW,2015-Q2,751781.0
Saudi Arabia GDP,MEDIUM,2015-Q2,751781.0
Saudi Arabia GDP,HIGH,2015-Q2,751781.0
"Agriculture, Forestry & Fishing",LOW,2015-Q3,7719.0
"Agriculture, Forestry & Fishing",MEDIUM,2015-Q3,7719.0
"Agriculture, Forestry & Fishing",HIGH,2015-Q3,7719.0
Mining & Quarrying,LOW,2015-Q3,11723.0
Mining & Quarrying,MEDIUM,2015-Q3,11723.0
Mining & Quarrying,HIGH,2015-Q3,11723.0
Manufacturing,LOW,2015-Q3,32805.0
Manufacturing,MEDIUM,2015-Q3,32805.0
Manufacturing,HIGH,2015-Q3,32805.0
"Electricity, Gas and Water",LOW,2015-Q3,5756.0
"Electricity, Gas and Water",MEDIUM,2015-Q3,5756.0
"Electricity, Gas and Water",HIGH,2015-Q3,5756.0
Construction,LOW,2015-Q3,13028.0
Construction,MEDIUM,2015-Q3,13028.0
Construction,HIGH,2015-Q3,13028.0
"Wholesale & Retail Trade, Restaurants & hotels",LOW,2015-Q3,29364.0
"Wholesale & Retail Trade, Restaurants & hotels",MEDIUM,2015-Q3,29364.0
"Wholesale & Retail Trade, Restaurants & hotels",HIGH,2015-Q3,29364.0
"Transport, Storage & Communication",LOW,2015-Q3,16993.0
"Transport, Storage & Communication",MEDIUM,2015-Q3,16993.0
"Transport, Storage & Communication",HIGH,2015-Q3,16993.0
Real Estate,LOW,2015-Q3,23348.0
Real Estate,MEDIUM,2015-Q3,23348.0
Real Estate,HIGH,2015-Q3,23348.0
"Finance, Insurance and Business services",LOW,2015-Q3,20308.0
"Finance, Insurance and Business services",MEDIUM,2015-Q3,20308.0
"Finance, Insurance and Business services",HIGH,2015-Q3,20308.0
"Community, Social & Personal Services",LOW,2015-Q3,10423.0
"Community, Social & Personal Services",MEDIUM,2015-Q3,10423.0
"Community, Social & Personal Services",HIGH,2015-Q3,10423.0
Government Activities,LOW,2015-Q3,62861.0
Government Activities,MEDIUM,2015-Q3,62861.0
Government Activities,HIGH,2015-Q3,62861.0
Riyadh GDP,LOW,2015-Q3,237164.0
Riyadh GDP,MEDIUM,2015-Q3,237164.0
Riyadh GDP,HIGH,2015-Q3,237164.0
Saudi Arabia GDP,LOW,2015-Q3,754199.0
Saudi Arabia GDP,MEDIUM,2015-Q3,754199.0
Saudi Arabia GDP,HIGH,2015-Q3,754199.0
"Agriculture, Forestry & Fishing",LOW,2015-Q4,8012.0
"Agriculture, Forestry & Fishing",MEDIUM,2015-Q4,8012.0
"Agriculture, Forestry & Fishing",HIGH,2015-Q4,8012.0
Mining & Quarrying,LOW,2015-Q4,11827.0
Mining & Quarrying,MEDIUM,2015-Q4,11827.0
Mining & Quarrying,HIGH,2015-Q4,11827.0
Manufacturing,LOW,2015-Q4,33238.0
Manufacturing,MEDIUM,2015-Q4,33238.0
Manufacturing,HIGH,2015-Q4,33238.0
"Electricity, Gas and Water",LOW,2015-Q4,5592.0
"Electricity, Gas and Water",MEDIUM,2015-Q4,5592.0
"Electricity, Gas and Water",HIGH,2015-Q4,5592.0
Construction,LOW,2015-Q4,13037.0
Construction,MEDIUM,2015-Q4,13037.0
Construction,HIGH,2015-Q4,13037.0
"Wholesale & Retail Trade, Restaurants & hotels",LOW,2015-Q4,29655.0
"Wholesale & Retail Trade, Restaurants & hotels",MEDIUM,2015-Q4,29655.0
"Wholesale & Retail Trade, Restaurants & hotels",HIGH,2015-Q4,29655.0
"Transport, Storage & Communication",LOW,2015-Q4,17283.0
"Transport, Storage & Communication",MEDIUM,2015-Q4,17283.0
"Transport, Storage & Communication",HIGH,2015-Q4,17283.0
Real Estate,LOW,2015-Q4,23471.0
Real Estate,MEDIUM,2015-Q4,23471.0
Real Estate,HIGH,2015-Q4,23471.0
"Finance, Insurance and Business services",LOW,2015-Q4,20494.0
"Finance, Insurance and Business services",MEDIUM,2015-Q4,20494.0
"Finance, Insurance and Business services",HIGH,2015-Q4,20494.0
"Community, Social & Personal Services",LOW,2015-Q4,10738.0
"Community, Social & Personal Services",MEDIUM,2015-Q4,10738.0
"Community, Social & Personal Services",HIGH,2015-Q4,10738.0
Government Activities,LOW,2015-Q4,64027.0
Government Activities,MEDIUM,2015-Q4,64027.0
Government Activities,HIGH,2015-Q4,64027.0
Riyadh GDP,LOW,2015-Q4,240366.0
Riyadh GDP,MEDIUM,2015-Q4,240366.0
Riyadh GDP,HIGH,2015-Q4,240366.0
Saudi Arabia GDP,LOW,2015-Q4,754967.0
Saudi Arabia GDP,MEDIUM,2015-Q4,754967.0
Saudi Arabia GDP,HIGH,2015-Q4,754967.0
"Agriculture, Forestry & Fishing",LOW,2016-Q1,6750.0
"Agriculture, Forestry & Fishing",MEDIUM,2016-Q1,6750.0
"Agriculture, Forestry & Fishing",HIGH,2016-Q1,6750.0
Mining & Quarrying,LOW,2016-Q1,11399.0
Mining & Quarrying,MEDIUM,2016-Q1,11399.0
Mining & Quarrying,HIGH,2016-Q1,11399.0
Manufacturing,LOW,2016-Q1,33538.0
Manufacturing,MEDIUM,2016-Q1,33538.0
Manufacturing,HIGH,2016-Q1,33538.0
"Electricity, Gas and Water",LOW,2016-Q1,5962.0
"Electricity, Gas and Water",MEDIUM,2016-Q1,5962.0
"Electricity, Gas and Water",HIGH,2016-Q1,5962.0
Construction,LOW,2016-Q1,12539.0
Construction,MEDIUM,2016-Q1,12539.0
Construction,HIGH,2016-Q1,12539.0
"Wholesale & Retail Trade, Restaurants & hotels",LOW,2016-Q1,29286.0
"Wholesale & Retail Trade, Restaurants & hotels",MEDIUM,2016-Q1,29286.0
"Wholesale & Retail Trade, Restaurants & hotels",HIGH,2016-Q1,29286.0
"Transport, Storage & Communication",LOW,2016-Q1,17264.0
"Transport, Storage & Communication",MEDIUM,2016-Q1,17264.0
"Transport, Storage & Communication",HIGH,2016-Q1,17264.0
Real Estate,LOW,2016-Q1,22919.0
Real Estate,MEDIUM,2016-Q1,22919.0
Real Estate,HIGH,2016-Q1,22919.0
"Finance, Insurance and Business services",LOW,2016-Q1,20242.0
"Finance, Insurance and Business services",MEDIUM,2016-Q1,20242.0
"Finance, Insurance and Business services",HIGH,2016-Q1,20242.0
"Community, Social & Personal Services",LOW,2016-Q1,11008.0
"Community, Social & Personal Services",MEDIUM,2016-Q1,11008.0
"Community, Social & Personal Services",HIGH,2016-Q1,11008.0
Government Activities,LOW,2016-Q1,60680.0
Government Activities,MEDIUM,2016-Q1,60680.0
Government Activities,HIGH,2016-Q1,60680.0
Riyadh GDP,LOW,2016-Q1,234260.0
Riyadh GDP,MEDIUM,2016-Q1,234260.0
Riyadh GDP,HIGH,2016-Q1,234260.0
Saudi Arabia GDP,LOW,2016-Q1,754976.0
Saudi Arabia GDP,MEDIUM,2016-Q1,754976.0
Saudi Arabia GDP,HIGH,2016-Q1,754976.0
"Agriculture, Forestry & Fishing",LOW,2016-Q2,7872.0
"Agriculture, Forestry & Fishing",MEDIUM,2016-Q2,7872.0
"Agriculture, Forestry & Fishing",HIGH,2016-Q2,7872.0
Mining & Quarrying,LOW,2016-Q2,11439.0
Mining & Quarrying,MEDIUM,2016-Q2,11439.0
Mining & Quarrying,HIGH,2016-Q2,11439.0
Manufacturing,LOW,2016-Q2,33359.0
Manufacturing,MEDIUM,2016-Q2,33359.0
Manufacturing,HIGH,2016-Q2,33359.0
"Electricity, Gas and Water",LOW,2016-Q2,5954.0
"Electricity, Gas and Water",MEDIUM,2016-Q2,5954.0
"Electricity, Gas and Water",HIGH,2016-Q2,5954.0
Construction,LOW,2016-Q2,12556.0
Construction,MEDIUM,2016-Q2,12556.0
Construction,HIGH,2016-Q2,12556.0
"Wholesale & Retail Trade, Restaurants & hotels",LOW,2016-Q2,29239.0
"Wholesale & Retail Trade, Restaurants & hotels",MEDIUM,2016-Q2,29239.0
"Wholesale & Retail Trade, Restaurants & hotels",HIGH,2016-Q2,29239.0
"Transport, Storage & Communication",LOW,2016-Q2,17658.0
"Transport, Storage & Communication",MEDIUM,2016-Q2,17658.0
"Transport, Storage & Communication",HIGH,2016-Q2,17658.0
Real Estate,LOW,2016-Q2,23559.0
Real Estate,MEDIUM,2016-Q2,23559.0
Real Estate,HIGH,2016-Q2,23559.0
"Finance, Insurance and Business services",LOW,2016-Q2,20290.0
"Finance, Insurance and Business services",MEDIUM,2016-Q2,20290.0
"Finance, Insurance and Business services",HIGH,2016-Q2,20290.0
"Community, Social & Personal Services",LOW,2016-Q2,11615.0
"Community, Social & Personal Services",MEDIUM,2016-Q2,11615.0
"Community, Social & Personal Services",HIGH,2016-Q2,11615.0
Government Activities,LOW,2016-Q2,61473.0
Government Activities,MEDIUM,2016-Q2,61473.0
Government Activities,HIGH,2016-Q2,61473.0
Riyadh GDP,LOW,2016-Q2,237818.0
Riyadh GDP,MEDIUM,2016-Q2,237818.0
Riyadh GDP,HIGH,2016-Q2,237818.0
Saudi Arabia GDP,LOW,2016-Q2,762552.0
Saudi Arabia GDP,MEDIUM,2016-Q2,762552.0
Saudi Arabia GDP,HIGH,2016-Q2,762552.0
"Agriculture, Forestry & Fishing",LOW,2016-Q3,8152.0
"Agriculture, Forestry & Fishing",MEDIUM,2016-Q3,8152.0
"Agriculture, Forestry & Fishing",HIGH,2016-Q3,8152.0
Mining & Quarrying,LOW,2016-Q3,11777.0
Mining & Quarrying,MEDIUM,2016-Q3,11777.0
Mining & Quarrying,HIGH,2016-Q3,11777.0
Manufacturing,LOW,2016-Q3,33698.0
Manufacturing,MEDIUM,2016-Q3,33698.0
Manufacturing,HIGH,2016-Q3,33698.0
"Electricity, Gas and Water",LOW,2016-Q3,6066.0
"Electricity, Gas and Water",MEDIUM,2016-Q3,6066.0
"Electricity, Gas and Water",HIGH,2016-Q3,6066.0
Construction,LOW,2016-Q3,12433.0
Construction,MEDIUM,2016-Q3,12433.0
Construction,HIGH,2016-Q3,12433.0
"Wholesale & Retail Trade, Restaurants & hotels",LOW,2016-Q3,29132.0
"Wholesale & Retail Trade, Restaurants & hotels",MEDIUM,2016-Q3,29132.0
"Wholesale & Retail Trade, Restaurants & hotels",HIGH,2016-Q3,29132.0
"Transport, Storage & Communication",LOW,2016-Q3,17325.0
"Transport, Storage & Communication",MEDIUM,2016-Q3,17325.0
"Transport, Storage & Communication",HIGH,2016-Q3,17325.0
Real Estate,LOW,2016-Q3,23914.0
Real Estate,MEDIUM,2016-Q3,23914.0
Real Estate,HIGH,2016-Q3,23914.0
"Finance, Insurance and Business services",LOW,2016-Q3,20879.0
"Finance, Insurance and Business services",MEDIUM,2016-Q3,20879.0
"Finance, Insurance and Business services",HIGH,2016-Q3,20879.0
"Community, Social & Personal Services",LOW,2016-Q3,11968.0
"Community, Social & Personal Services",MEDIUM,2016-Q3,11968.0
"Community, Social & Personal Services",HIGH,2016-Q3,11968.0
Government Activities,LOW,2016-Q3,61891.0
Government Activities,MEDIUM,2016-Q3,61891.0
Government Activities,HIGH,2016-Q3,61891.0
Riyadh GDP,LOW,2016-Q3,240117.0
Riyadh GDP,MEDIUM,2016-Q3,240117.0
Riyadh GDP,HIGH,2016-Q3,240117.0
Saudi Arabia GDP,LOW,2016-Q3,757625.0
Saudi Arabia GDP,MEDIUM,2016-Q3,757625.0
Saudi Arabia GDP,HIGH,2016-Q3,757625.0
"Agriculture, Forestry & Fishing",LOW,2016-Q4,8480.0
"Agriculture, Forestry & Fishing",MEDIUM,2016-Q4,8480.0
"Agriculture, Forestry & Fishing",HIGH,2016-Q4,8480.0
Mining & Quarrying,LOW,2016-Q4,12264.0
Mining & Quarrying,MEDIUM,2016-Q4,12264.0
Mining & Quarrying,HIGH,2016-Q4,12264.0
Manufacturing,LOW,2016-Q4,34101.0
Manufacturing,MEDIUM,2016-Q4,34101.0
Manufacturing,HIGH,2016-Q4,34101.0
"Electricity, Gas and Water",LOW,2016-Q4,5990.0
"Electricity, Gas and Water",MEDIUM,2016-Q4,5990.0
"Electricity, Gas and Water",HIGH,2016-Q4,5990.0
Construction,LOW,2016-Q4,12492.0
Construction,MEDIUM,2016-Q4,12492.0
Construction,HIGH,2016-Q4,12492.0
"Wholesale & Retail Trade, Restaurants & hotels",LOW,2016-Q4,29351.0
"Wholesale & Retail Trade, Restaurants & hotels",MEDIUM,2016-Q4,29351.0
"Wholesale & Retail Trade, Restaurants & hotels",HIGH,2016-Q4,29351.0
"Transport, Storage & Communication",LOW,2016-Q4,17807.0
"Transport, Storage & Communication",MEDIUM,2016-Q4,17807.0
"Transport, Storage & Communication",HIGH,2016-Q4,17807.0
Real Estate,LOW,2016-Q4,24246.0
Real Estate,MEDIUM,2016-Q4,24246.0
Real Estate,HIGH,2016-Q4,24246.0
"Finance, Insurance and Business services",LOW,2016-Q4,21172.0
"Finance, Insurance and Business services",MEDIUM,2016-Q4,21172.0
"Finance, Insurance and Business services",HIGH,2016-Q4,21172.0
"Community, Social & Personal Services",LOW,2016-Q4,12224.0
"Community, Social & Personal Services",MEDIUM,2016-Q4,12224.0
"Community, Social & Personal Services",HIGH,2016-Q4,12224.0
Government Activities,LOW,2016-Q4,64403.0
Government Activities,MEDIUM,2016-Q4,64403.0
Government Activities,HIGH,2016-Q4,64403.0
Riyadh GDP,LOW,2016-Q4,245609.0
Riyadh GDP,MEDIUM,2016-Q4,245609.0
Riyadh GDP,HIGH,2016-Q4,245609.0
Saudi Arabia GDP,LOW,2016-Q4,769648.0
Saudi Arabia GDP,MEDIUM,2016-Q4,769648.0
Saudi Arabia GDP,HIGH,2016-Q4,769648.0
"Agriculture, Forestry & Fishing",LOW,2017-Q1,7137.0
"Agriculture, Forestry & Fishing",MEDIUM,2017-Q1,7137.0
"Agriculture, Forestry & Fishing",HIGH,2017-Q1,7137.0
Mining & Quarrying,LOW,2017-Q1,11205.0
Mining & Quarrying,MEDIUM,2017-Q1,11205.0
Mining & Quarrying,HIGH,2017-Q1,11205.0
Manufacturing,LOW,2017-Q1,34488.0
Manufacturing,MEDIUM,2017-Q1,34488.0
Manufacturing,HIGH,2017-Q1,34488.0
"Electricity, Gas and Water",LOW,2017-Q1,5913.0
"Electricity, Gas and Water",MEDIUM,2017-Q1,5913.0
"Electricity, Gas and Water",HIGH,2017-Q1,5913.0
Construction,LOW,2017-Q1,12149.0
Construction,MEDIUM,2017-Q1,12149.0
Construction,HIGH,2017-Q1,12149.0
"Wholesale & Retail Trade, Restaurants & hotels",LOW,2017-Q1,29556.0
"Wholesale & Retail Trade, Restaurants & hotels",MEDIUM,2017-Q1,29556.0
"Wholesale & Retail Trade, Restaurants & hotels",HIGH,2017-Q1,29556.0
"Transport, Storage & Communication",LOW,2017-Q1,17856.0
"Transport, Storage & Communication",MEDIUM,2017-Q1,17856.0
"Transport, Storage & Communication",HIGH,2017-Q1,17856.0
Real Estate,LOW,2017-Q1,24309.0
Real Estate,MEDIUM,2017-Q1,24309.0
Real Estate,HIGH,2017-Q1,24309.0
"Finance, Insurance and Business services",LOW,2017-Q1,20841.0
"Finance, Insurance and Business services",MEDIUM,2017-Q1,20841.0
"Finance, Insurance and Business services",HIGH,2017-Q1,20841.0
"Community, Social & Personal Services",LOW,2017-Q1,12467.0
"Community, Social & Personal Services",MEDIUM,2017-Q1,12467.0
"Community, Social & Personal Services",HIGH,2017-Q1,12467.0
Government Activities,LOW,2017-Q1,58969.0
Government Activities,MEDIUM,2017-Q1,58969.0
Government Activities,HIGH,2017-Q1,58969.0
Riyadh GDP,LOW,2017-Q1,237764.0
Riyadh GDP,MEDIUM,2017-Q1,237764.0
Riyadh GDP,HIGH,2017-Q1,237764.0
Saudi Arabia GDP,LOW,2017-Q1,762009.0
Saudi Arabia GDP,MEDIUM,2017-Q1,762009.0
Saudi Arabia GDP,HIGH,2017-Q1,762009.0
"Agriculture, Forestry & Fishing",LOW,2017-Q2,8213.0
"Agriculture, Forestry & Fishing",MEDIUM,2017-Q2,8213.0
"Agriculture, Forestry & Fishing",HIGH,2017-Q2,8213.0
Mining & Quarrying,LOW,2017-Q2,11208.0
Mining & Quarrying,MEDIUM,2017-Q2,11208.0
Mining & Quarrying,HIGH,2017-Q2,11208.0
Manufacturing,LOW,2017-Q2,34516.0
Manufacturing,MEDIUM,2017-Q2,34516.0
Manufacturing,HIGH,2017-Q2,34516.0
"Electricity, Gas and Water",LOW,2017-Q2,6162.0
"Electricity, Gas and Water",MEDIUM,2017-Q2,6162.0
"Electricity, Gas and Water",HIGH,2017-Q2,6162.0
Construction,LOW,2017-Q2,11992.0
Construction,MEDIUM,2017-Q2,11992.0
Construction,HIGH,2017-Q2,11992.0
"Wholesale & Retail Trade, Restaurants & hotels",LOW,2017-Q2,29690.0
"Wholesale & Retail Trade, Restaurants & hotels",MEDIUM,2017-Q2,29690.0
"Wholesale & Retail Trade, Restaurants & hotels",HIGH,2017-Q2,29690.0
"Transport, Storage & Communication",LOW,2017-Q2,18034.0
"Transport, Storage & Communication",MEDIUM,2017-Q2,18034.0
"Transport, Storage & Communication",HIGH,2017-Q2,18034.0
Real Estate,LOW,2017-Q2,24817.0
Real Estate,MEDIUM,2017-Q2,24817.0
Real Estate,HIGH,2017-Q2,24817.0
"Finance, Insurance and Business services",LOW,2017-Q2,21261.0
"Finance, Insurance and Business services",MEDIUM,2017-Q2,21261.0
"Finance, Insurance and Business services",HIGH,2017-Q2,21261.0
"Community, Social & Personal Services",LOW,2017-Q2,12976.0
"Community, Social & Personal Services",MEDIUM,2017-Q2,12976.0
"Community, Social & Personal Services",HIGH,2017-Q2,12976.0
Government Activities,LOW,2017-Q2,60516.0
Government Activities,MEDIUM,2017-Q2,60516.0
Government Activities,HIGH,2017-Q2,60516.0
Riyadh GDP,LOW,2017-Q2,242312.0
Riyadh GDP,MEDIUM,2017-Q2,242312.0
Riyadh GDP,HIGH,2017-Q2,242312.0
Saudi Arabia GDP,LOW,2017-Q2,766844.0
Saudi Arabia GDP,MEDIUM,2017-Q2,766844.0
Saudi Arabia GDP,HIGH,2017-Q2,766844.0
"Agriculture, Forestry & Fishing",LOW,2017-Q3,8485.0
"Agriculture, Forestry & Fishing",MEDIUM,2017-Q3,8485.0
"Agriculture, Forestry & Fishing",HIGH,2017-Q3,8485.0
Mining & Quarrying,LOW,2017-Q3,11507.0
Mining & Quarrying,MEDIUM,2017-Q3,11507.0
Mining & Quarrying,HIGH,2017-Q3,11507.0
Manufacturing,LOW,2017-Q3,34992.0
Manufacturing,MEDIUM,2017-Q3,34992.0
Manufacturing,HIGH,2017-Q3,34992.0
"Electricity, Gas and Water",LOW,2017-Q3,6074.0
"Electricity, Gas and Water",MEDIUM,2017-Q3,6074.0
"Electricity, Gas and Water",HIGH,2017-Q3,6074.0
Construction,LOW,2017-Q3,12001.0
Construction,MEDIUM,2017-Q3,12001.0
Construction,HIGH,2017-Q3,12001.0
"Wholesale & Retail Trade, Restaurants & hotels",LOW,2017-Q3,29746.0
"Wholesale & Retail Trade, Restaurants & hotels",MEDIUM,2017-Q3,29746.0
"Wholesale & Retail Trade, Restaurants & hotels",HIGH,2017-Q3,29746.0
"Transport, Storage & Communication",LOW,2017-Q3,17632.0
"Transport, Storage & Communication",MEDIUM,2017-Q3,17632.0
"Transport, Storage & Communication",HIGH,2017-Q3,17632.0
Real Estate,LOW,2017-Q3,25264.0
Real Estate,MEDIUM,2017-Q3,25264.0
Real Estate,HIGH,2017-Q3,25264.0
"Finance, Insurance and Business services",LOW,2017-Q3,22107.0
"Finance, Insurance and Business services",MEDIUM,2017-Q3,22107.0
"Finance, Insurance and Business services",HIGH,2017-Q3,22107.0
"Community, Social & Personal Services",LOW,2017-Q3,13156.0
"Community, Social & Personal Services",MEDIUM,2017-Q3,13156.0
"Community, Social & Personal Services",HIGH,2017-Q3,13156.0
Government Activities,LOW,2017-Q3,63658.0
Government Activities,MEDIUM,2017-Q3,63658.0
Government Activities,HIGH,2017-Q3,63658.0
Riyadh GDP,LOW,2017-Q3,247679.0
Riyadh GDP,MEDIUM,2017-Q3,247679.0
Riyadh GDP,HIGH,2017-Q3,247679.0
Saudi Arabia GDP,LOW,2017-Q3,774322.0
Saudi Arabia GDP,MEDIUM,2017-Q3,774322.0
Saudi Arabia GDP,HIGH,2017-Q3,774322.0
"Agriculture, Forestry & Fishing",LOW,2017-Q4,8770.0
"Agriculture, Forestry & Fishing",MEDIUM,2017-Q4,8770.0
"Agriculture, Forestry & Fishing",HIGH,2017-Q4,8770.0
Mining & Quarrying,LOW,2017-Q4,11644.0
Mining & Quarrying,MEDIUM,2017-Q4,11644.0
Mining & Quarrying,HIGH,2017-Q4,11644.0
Manufacturing,LOW,2017-Q4,34878.0
Manufacturing,MEDIUM,2017-Q4,34878.0
Manufacturing,HIGH,2017-Q4,34878.0
"Electricity, Gas and Water",LOW,2017-Q4,5874.0
"Electricity, Gas and Water",MEDIUM,2017-Q4,5874.0
"Electricity, Gas and Water",HIGH,2017-Q4,5874.0
Construction,LOW,2017-Q4,11914.0
Construction,MEDIUM,2017-Q4,11914.0
Construction,HIGH,2017-Q4,11914.0
"Wholesale & Retail Trade, Restaurants & hotels",LOW,2017-Q4,29815.0
"Wholesale & Retail Trade, Restaurants & hotels",MEDIUM,2017-Q4,29815.0
"Wholesale & Retail Trade, Restaurants & hotels",HIGH,2017-Q4,29815.0
"Transport, Storage & Communication",LOW,2017-Q4,18154.0
"Transport, Storage & Communication",MEDIUM,2017-Q4,18154.0
"Transport, Storage & Communication",HIGH,2017-Q4,18154.0
Real Estate,LOW,2017-Q4,25435.0
Real Estate,MEDIUM,2017-Q4,25435.0
Real Estate,HIGH,2017-Q4,25435.0
"Finance, Insurance and Business services",LOW,2017-Q4,22695.0
"Finance, Insurance and Business services",MEDIUM,2017-Q4,22695.0
"Finance, Insurance and Business services",HIGH,2017-Q4,22695.0
"Community, Social & Personal Services",LOW,2017-Q4,13352.0
"Community, Social & Personal Services",MEDIUM,2017-Q4,13352.0
"Community, Social & Personal Services",HIGH,2017-Q4,13352.0
Government Activities,LOW,2017-Q4,66174.0
Government Activities,MEDIUM,2017-Q4,66174.0
Government Activities,HIGH,2017-Q4,66174.0
Riyadh GDP,LOW,2017-Q4,251882.0
Riyadh GDP,MEDIUM,2017-Q4,251882.0
Riyadh GDP,HIGH,2017-Q4,251882.0
Saudi Arabia GDP,LOW,2017-Q4,772939.0
Saudi Arabia GDP,MEDIUM,2017-Q4,772939.0
Saudi Arabia GDP,HIGH,2017-Q4,772939.0
"Agriculture, Forestry & Fishing",LOW,2018-Q1,7310.0
"Agriculture, Forestry & Fishing",MEDIUM,2018-Q1,7310.0
"Agriculture, Forestry & Fishing",HIGH,2018-Q1,7310.0
Mining & Quarrying,LOW,2018-Q1,11194.0
Mining & Quarrying,MEDIUM,2018-Q1,11194.0
Mining & Quarrying,HIGH,2018-Q1,11194.0
Manufacturing,LOW,2018-Q1,33711.0
Manufacturing,MEDIUM,2018-Q1,33711.0
Manufacturing,HIGH,2018-Q1,33711.0
"Electricity, Gas and Water",LOW,2018-Q1,5312.0
"Electricity, Gas and Water",MEDIUM,2018-Q1,5312.0
"Electricity, Gas and Water",HIGH,2018-Q1,5312.0
Construction,LOW,2018-Q1,11107.0
Construction,MEDIUM,2018-Q1,11107.0
Construction,HIGH,2018-Q1,11107.0
"Wholesale & Retail Trade, Restaurants & hotels",LOW,2018-Q1,28970.0
"Wholesale & Retail Trade, Restaurants & hotels",MEDIUM,2018-Q1,28970.0
"Wholesale & Retail Trade, Restaurants & hotels",HIGH,2018-Q1,28970.0
